2024-08-02 09:38:02,499 INFO    StreamThr :25432 [internal.py:wandb_internal():85] W&B internal server running at pid: 25432, started at: 2024-08-02 09:38:02.498711
2024-08-02 09:38:02,499 DEBUG   HandlerThread:25432 [handler.py:handle_request():158] handle_request: status
2024-08-02 09:38:02,501 INFO    WriterThread:25432 [datastore.py:open_for_write():87] open: C:\Users\Gamer\Desktop\111\Programování\CNN\wandb\run-20240802_093802-gucviolt\run-gucviolt.wandb
2024-08-02 09:38:02,502 DEBUG   SenderThread:25432 [sender.py:send():379] send: header
2024-08-02 09:38:02,524 DEBUG   SenderThread:25432 [sender.py:send():379] send: run
2024-08-02 09:38:02,943 INFO    SenderThread:25432 [dir_watcher.py:__init__():211] watching files in: C:\Users\Gamer\Desktop\111\Programování\CNN\wandb\run-20240802_093802-gucviolt\files
2024-08-02 09:38:02,943 INFO    SenderThread:25432 [sender.py:_start_run_threads():1188] run started: gucviolt with start time 1722584282.49971
2024-08-02 09:38:02,947 DEBUG   HandlerThread:25432 [handler.py:handle_request():158] handle_request: check_version
2024-08-02 09:38:02,947 DEBUG   SenderThread:25432 [sender.py:send_request():406] send_request: check_version
2024-08-02 09:38:03,099 DEBUG   HandlerThread:25432 [handler.py:handle_request():158] handle_request: run_start
2024-08-02 09:38:03,111 DEBUG   HandlerThread:25432 [system_info.py:__init__():26] System info init
2024-08-02 09:38:03,111 DEBUG   HandlerThread:25432 [system_info.py:__init__():41] System info init done
2024-08-02 09:38:03,111 INFO    HandlerThread:25432 [system_monitor.py:start():194] Starting system monitor
2024-08-02 09:38:03,111 INFO    SystemMonitor:25432 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-02 09:38:03,111 INFO    HandlerThread:25432 [system_monitor.py:probe():214] Collecting system info
2024-08-02 09:38:03,114 INFO    SystemMonitor:25432 [interfaces.py:start():188] Started cpu monitoring
2024-08-02 09:38:03,114 INFO    SystemMonitor:25432 [interfaces.py:start():188] Started disk monitoring
2024-08-02 09:38:03,115 INFO    SystemMonitor:25432 [interfaces.py:start():188] Started gpu monitoring
2024-08-02 09:38:03,115 INFO    SystemMonitor:25432 [interfaces.py:start():188] Started memory monitoring
2024-08-02 09:38:03,118 INFO    SystemMonitor:25432 [interfaces.py:start():188] Started network monitoring
2024-08-02 09:38:03,124 DEBUG   HandlerThread:25432 [system_info.py:probe():152] Probing system
2024-08-02 09:38:03,125 DEBUG   HandlerThread:25432 [system_info.py:_probe_git():137] Probing git
2024-08-02 09:38:03,165 DEBUG   HandlerThread:25432 [system_info.py:_probe_git():145] Probing git done
2024-08-02 09:38:03,165 DEBUG   HandlerThread:25432 [system_info.py:probe():200] Probing system done
